Indice di spopolamento,Indice di occupazione,Indice disoccupazione,Tipo di località_Altri comuni non altrimenti classificati,Tipo di località_Capoluogo senza specifici interessi turistici,Tipo di località_Città d'Arte,Tipo di località_Località collinari,Tipo di località_Località lacuali,Tipo di località_Località marine,Tipo di località_Località montane,Tipo di località_Località religiose,Tipo di località_Località termali,PC_Economica,PC_Metropoli,PC_Diversificata,PC_Qualita_Alta,PC_Business,PC_Balneare,PC_Montano,PC_Costiero_Minore,PC_Balneare_Massa,PC_Religioso_Culturale,PC_Lusso_Termale,PC_Enogastronomico,PC_Lacustre_Transito,Macroarea_Isole,Macroarea_Nord,Macroarea_Sud,Descrizione_Tipologia_di_Immobile_Abitazioni_di_tipo_economico,Descrizione_Tipologia_di_Immobile_Abitazioni_signorili,Descrizione_Tipologia_di_Immobile_Abitazioni_tipiche_dei_luoghi,Descrizione_Tipologia_di_Immobile_Ville_e_Villini,Media Costo alla Vendita
-55.2,31.0,33.25,False,False,False,False,False,True,False,False,False,-0.8548516181099147,-1.5747728298563015,0.2577579736647474,0.0183722674434736,0.154712519805765,-0.2726726467726157,-0.1620243967665132,0.0397152915240311,-0.0536986266279794,-0.369396991392802,-0.2774048299149752,-0.1077960713030944,-0.0663810723390605,False,False,True,True,False,False,False,453.75
-54.1,40.5,10.0,True,False,False,False,False,False,False,False,False,-0.8616093233181293,-1.9202192330348928,0.7596222119101277,-0.9365200192016568,-0.4590102240530304,0.4968791903742876,-0.2655124669208457,0.120188860830923,-0.512499942387833,-0.2935617680526158,0.0917432080090483,0.2199551646544743,-0.0396664629811222,False,False,False,False,False,False,False,415.0
-53.2,37.3,19.2,True,False,False,False,False,False,False,False,False,-0.7738364499914823,-1.9202192330348928,0.7596222119101277,-0.9365200192016568,-0.4590102240530304,0.4968791903742876,-0.2655124669208457,0.120188860830923,-0.512499942387833,-0.2935617680526158,0.0917432080090483,0.2199551646544743,-0.0396664629811222,False,False,False,False,False,False,False,465.0
-51.2,49.6,9.18,True,False,False,False,False,False,False,False,False,-0.7337232614313102,-1.816034119889516,0.7897268652825875,-0.9437778163108058,-0.4729282419865381,0.3409598141569551,-0.2130711518967256,0.0398992766520611,-0.381570074995478,-0.240359396691229,0.141989092943132,0.1421752578702773,-0.0422519663234258,False,True,False,False,False,False,False,600.0
-51.1,37.7,18.59,True,False,False,False,False,False,False,False,False,-0.8274761088306619,-1.9202192330348928,0.7596222119101277,-0.9365200192016568,-0.4590102240530304,0.4968791903742876,-0.2655124669208457,0.120188860830923,-0.512499942387833,-0.2935617680526158,0.0917432080090483,0.2199551646544743,-0.0396664629811222,False,False,True,False,False,False,False,662.5
-51.0,44.1,11.52,False,False,False,False,True,False,False,False,False,-0.7201885528983016,-1.8106783392479813,0.6330796941235574,-0.7272680162666272,-0.3357973985394706,0.3420475539987571,-0.2324784197438221,0.1081315705812858,-0.39566647252489,-0.327130961254181,-0.1172724499718132,0.1970885406571748,0.0771159518265914,False,True,False,False,False,False,False,1225.0
-50.8,32.8,16.18,False,False,False,True,False,False,False,False,False,-0.7850365870073795,-1.8724611095549637,0.7572174199528051,-0.8531414479959731,-0.4563663102336981,0.4733807801770747,-0.2370374046020346,0.1074922761123355,-0.3586478266801126,-0.1078477126760245,0.1048229206377754,0.272063856393073,-0.0792979330821461,False,False,False,True,False,False,False,1050.0
-50.4,32.1,7.89,True,False,False,False,False,False,False,False,False,-0.8377932859310737,-1.9202192330348928,0.7596222119101277,-0.9365200192016568,-0.4590102240530304,0.4968791903742876,-0.2655124669208457,0.120188860830923,-0.512499942387833,-0.2935617680526158,0.0917432080090483,0.2199551646544743,-0.0396664629811222,False,False,True,True,False,False,False,350.0
-50.2,36.4,6.98,False,False,False,True,False,False,False,False,False,-0.7518213679881852,-1.8591691700682604,0.6960883912224048,-0.8411354497805202,-0.3936010807877029,0.571653990651203,0.50893007095731,0.0663642322015688,-0.7534757735509299,-0.1392230654377348,0.0589605209412938,0.2088208437089896,-0.138474458726248,False,False,False,True,False,False,False,625.0
-50.1,45.5,5.33,True,False,False,False,False,False,False,False,False,-0.7897613644657051,-1.8164493456098636,0.6707328594629373,-0.7370151836927968,-0.33533967271622,0.5567112894041241,0.9209166912221312,0.0307347047144798,-0.7271990519799472,0.0507297857024167,0.0605320572002379,0.1703600884753977,-0.1958807595952148,False,True,False,False,False,False,False,912.5
-48.8,50.0,3.33,True,False,False,False,False,False,False,False,False,-0.8189542062509094,-1.9024174716989413,0.7568829628151782,-0.9111085478186436,-0.4620260257168834,0.4943259828287956,-0.2595173479583911,0.1179412358229752,-0.4675367931310753,-0.2327314326523456,0.0931878472935365,0.247076047504829,-0.0590332642352817,False,True,False,False,False,False,False,975.0
-48.7,46.7,2.27,False,False,False,False,False,False,True,False,False,-0.7775976993879663,-1.809753959139724,0.7547956804234642,-0.8149651016172916,-0.4093142371305143,0.4341479537484827,-0.202407846286429,0.0999245569469237,-0.2925853139788652,-0.1203433808322494,0.085826659679444,0.0422116675039051,0.0569812091579847,False,True,False,False,False,False,False,815.0
-48.6,47.6,10.42,False,False,False,True,False,False,False,False,False,-0.7488278804427427,-1.8921935579764173,0.7421137587479844,-0.9353600730202866,-0.4538481195983311,0.4636714295475748,-0.2697624919686711,0.0766661046570192,-0.4837188654637634,-0.2736897614320175,0.0956416080087547,0.1813356915995146,-0.0279180317660723,False,True,False,False,False,False,False,510.0
-47.8,46.5,9.39,True,False,False,False,False,False,False,False,False,-0.7203849054596863,-1.9202192330348928,0.7596222119101277,-0.9365200192016568,-0.4590102240530304,0.4968791903742876,-0.2655124669208457,0.120188860830923,-0.512499942387833,-0.2935617680526158,0.0917432080090483,0.2199551646544743,-0.0396664629811222,False,True,False,False,False,False,False,745.0
-46.5,44.0,15.76,True,False,False,False,False,False,False,False,False,-0.7602485636717112,-1.9202192330348928,0.7596222119101277,-0.9365200192016568,-0.4590102240530304,0.4968791903742876,-0.2655124669208457,0.120188860830923,-0.512499942387833,-0.2935617680526158,0.0917432080090483,0.2199551646544743,-0.0396664629811222,False,True,False,False,False,False,False,525.0
-46.4,44.7,9.75,True,False,False,False,False,False,False,False,False,-0.7615911098977239,-1.9202192330348928,0.7596222119101277,-0.9365200192016568,-0.4590102240530304,0.4968791903742876,-0.2655124669208457,0.120188860830923,-0.512499942387833,-0.2935617680526158,0.0917432080090483,0.2199551646544743,-0.0396664629811222,False,True,False,False,False,False,False,825.0
-46.3,36.5,19.36,True,False,False,False,False,False,False,False,False,-0.8032475002799484,-1.825518256428472,0.6212159354651289,-0.6880817694531958,-0.314622190662563,0.3185310655535576,-0.2153282857504034,0.1271364746331179,-0.3654635566732536,-0.3288950510770683,-0.1579060524706463,0.199028812567907,0.0808604707623542,False,False,True,False,False,False,False,640.0
-46.1,40.0,13.33,True,False,False,False,False,False,False,False,False,-0.7711589196123716,-1.9074507582533888,0.7517455158442103,-0.9368578037330364,-0.4577683485794034,0.4828283837193367,-0.2678353674686884,0.1017990252964516,-0.5012703016546695,-0.2852931568514306,0.0921966904200052,0.2039774903056757,-0.0348601520269271,False,True,False,True,False,False,False,360.0
-45.1,27.6,30.37,False,False,False,False,False,False,True,False,False,-0.8643350772947739,-1.9202192330348928,0.7596222119101277,-0.9365200192016568,-0.4590102240530304,0.4968791903742876,-0.2655124669208457,0.120188860830923,-0.512499942387833,-0.2935617680526158,0.0917432080090483,0.2199551646544743,-0.0396664629811222,False,False,True,True,False,False,False,490.0
-44.8,39.8,19.63,True,False,False,False,False,False,False,False,False,-0.788706224470678,-1.7762020060944377,0.7342645556448593,-0.700825413935444,-0.0779476781161418,0.0855825262453051,0.1042033323435284,-0.0521266651370229,0.3251760824450755,0.117045284579832,0.3483867774603461,-0.7572178925416099,0.5195330761200945,True,False,False,False,False,False,False,485.0
-44.4,42.0,11.32,False,False,False,True,False,False,False,False,False,-0.797468174854478,-1.9024174716989413,0.7568829628151782,-0.9111085478186436,-0.4620260257168834,0.4943259828287956,-0.2595173479583911,0.1179412358229752,-0.4675367931310753,-0.2327314326523456,0.0931878472935365,0.247076047504829,-0.0590332642352817,False,True,False,False,False,False,False,520.0
-44.4,50.3,12.23,True,False,False,False,False,False,False,False,False,-0.6808059353710433,-1.6377230189983925,0.753102561050319,-1.0369032495546024,-0.1140518363645366,0.2925327497729372,-0.2230548915875174,0.0886402777792716,-0.3718770705192914,-0.2339940322152453,-0.0303227652330836,0.1826356328732217,-0.1129027713843938,False,True,False,False,False,False,False,745.0
-44.3,40.8,24.04,True,False,False,False,False,False,False,False,False,-0.8239733503860976,-1.816566266043189,0.7457527674323599,-0.7579970989829766,-0.4499529778760536,0.4371277884330259,-0.201296396471634,0.0852794218856895,-0.1819385695332515,0.0979926387173456,0.1199900189716615,0.3173047260390744,-0.115236614187793,True,False,False,False,False,False,False,700.0
-44.2,28.5,8.89,True,False,False,False,False,False,False,False,False,-0.9254049362413114,-1.9202192330348928,0.7596222119101277,-0.9365200192016568,-0.4590102240530304,0.4968791903742876,-0.2655124669208457,0.120188860830923,-0.512499942387833,-0.2935617680526158,0.0917432080090483,0.2199551646544743,-0.0396664629811222,False,False,True,True,False,False,False,325.0
-43.7,48.6,13.73,True,False,False,False,False,False,False,False,False,-0.6991749524222499,-1.805603586224244,0.6588505762800462,-0.8265357059532654,-0.3795357015171658,0.3020986533098981,-0.2060494488966444,-0.0598503423995731,-0.223457776185326,-0.0922932746763462,0.1676449936467453,0.0574263406014494,0.0386682061625901,False,False,False,False,False,False,False,840.0
-42.9,32.0,21.67,True,False,False,False,False,False,False,False,False,-0.8895342678015227,-1.9202192330348928,0.7596222119101277,-0.9365200192016568,-0.4590102240530304,0.4968791903742876,-0.2655124669208457,0.120188860830923,-0.512499942387833,-0.2935617680526158,0.0917432080090483,0.2199551646544743,-0.0396664629811222,False,False,True,True,False,False,False,325.0
-42.9,38.2,8.77,True,False,False,False,False,False,False,False,False,-0.8137911127479306,-1.8481841565065564,0.6748133876297744,-0.7890633326135652,-0.3629229888878615,0.3300980120947907,-0.1665101984566577,0.021790118685449,-0.1972593962417682,-0.0786773619023963,0.1883901099605337,0.1281407785917347,0.0375477823418095,False,False,False,False,False,False,False,445.0
-42.6,45.4,13.4,True,False,False,False,False,False,False,False,False,-0.7971793567356328,-1.9202192330348928,0.7596222119101277,-0.9365200192016568,-0.4590102240530304,0.4968791903742876,-0.2655124669208457,0.120188860830923,-0.512499942387833,-0.2935617680526158,0.0917432080090483,0.2199551646544743,-0.0396664629811222,False,True,False,False,False,False,False,745.0
-42.6,60.2,3.82,True,False,False,False,False,False,False,False,False,-0.6500337271734581,-1.638127422347676,0.6810209499320298,-0.7415512075265993,-0.2722289150523924,0.2907447856003799,-0.1179340382047153,0.0650694263292421,-0.0421036293319952,0.2225624369938127,0.084259880997057,0.18909186986708,-0.1263492143439405,False,True,False,False,False,False,False,1060.0
-42.5,32.0,12.24,True,False,False,False,False,False,False,False,False,-0.8940246447603571,-1.8246079002095308,0.7181927491346118,-0.7924653887711596,-0.4394099825534119,0.4111847579886651,-0.1608763140617728,-0.0189957675462472,-0.2241658132353342,0.0389915155598675,0.1445648083062243,0.1667611125174519,-0.0067708347625554,False,False,False,False,False,False,False,425.0
-42.3,47.2,10.08,True,False,False,False,False,False,False,False,False,-0.807645549018478,-1.4883427068719732,0.6662751243515704,-0.320616465148324,-0.3855291068434073,0.0123772959825929,-0.0237036477560563,0.0178752201979684,0.7061742743267142,1.166381340353326,0.2776900150028508,0.2087357471918657,-0.1176598171520119,False,False,False,False,False,False,False,725.0
