Indice di spopolamento,Indice di occupazione,Indice disoccupazione,Tipo di località_Altri comuni non altrimenti classificati,Tipo di località_Capoluogo senza specifici interessi turistici,Tipo di località_Città d'Arte,Tipo di località_Località collinari,Tipo di località_Località lacuali,Tipo di località_Località marine,Tipo di località_Località montane,Tipo di località_Località religiose,Tipo di località_Località termali,PC_Economica,PC_Metropoli,PC_Diversificata,PC_Qualita_Alta,PC_Business,PC_Balneare,PC_Montano,PC_Costiero_Minore,PC_Balneare_Massa,PC_Religioso_Culturale,PC_Lusso_Termale,PC_Enogastronomico,PC_Lacustre_Transito,Macroarea_Isole,Macroarea_Nord,Macroarea_Sud,Descrizione_Tipologia_di_Immobile_Abitazioni_di_tipo_economico,Descrizione_Tipologia_di_Immobile_Abitazioni_signorili,Descrizione_Tipologia_di_Immobile_Abitazioni_tipiche_dei_luoghi,Descrizione_Tipologia_di_Immobile_Ville_e_Villini,Media Costo alla Vendita
-8.1,31.4,27.3,False,False,False,False,False,True,False,False,False,-0.9064232535863856,-1.9202192330348928,0.7596222119101277,-0.9365200192016568,-0.4590102240530304,0.4968791903742876,-0.2655124669208457,0.120188860830923,-0.512499942387833,-0.2935617680526158,0.0917432080090483,0.2199551646544743,-0.0396664629811222,False,False,True,False,False,False,False,430.0
-8.1,31.4,27.3,False,False,False,False,False,True,False,False,False,-0.9064232535863856,-1.9202192330348928,0.7596222119101277,-0.9365200192016568,-0.4590102240530304,0.4968791903742876,-0.2655124669208457,0.120188860830923,-0.512499942387833,-0.2935617680526158,0.0917432080090483,0.2199551646544743,-0.0396664629811222,False,False,True,True,False,False,False,396.25
-8.1,32.9,15.71,True,False,False,False,False,False,False,False,False,-0.8541251263874677,-1.8476036954012247,0.7263219343153785,-0.902442569501191,-0.454389133930979,0.4324636807916909,-0.2637366964901003,0.0418584060842612,-0.4029487479848195,-0.179948254131897,0.0981372951095954,0.1825090196597544,-0.0400842873701028,True,False,False,False,False,False,False,525.0
-8.1,33.2,31.94,False,False,False,False,False,False,False,False,False,-0.4809295670754254,-1.669123753323649,0.7128223469928648,-0.5970009007485576,-0.3817327954305404,0.2207522840647721,-0.1086670680056729,0.1262274500626286,0.113478714817926,0.3945229396279351,0.1716206360629809,0.0010912835230308,0.0640300343816493,True,False,False,True,False,False,False,503.3333333333333
-8.1,34.1,16.15,True,False,False,False,False,False,False,False,False,-0.7956380007972652,-1.4160451899889168,0.3841262565889086,-0.4222673721366178,-0.2808154209928808,-0.1589068585520801,0.0291635692357897,-0.5933618437312976,0.6757296068859322,0.8093939177636622,0.2725278136167882,-0.2796284463024651,0.1654246990635792,False,False,True,False,False,False,False,540.0
-8.1,37.0,20.78,True,False,False,False,False,False,False,False,False,-0.7285760746350334,-1.4436152369765318,0.5116369207402521,-0.2289010935574222,-0.2033557018660857,-0.2317358604922926,-0.059049227368051,-0.0407962552036477,0.5424025562057336,0.7761349742553434,0.1634710362710601,-0.1234963665854763,0.0003524231988169,True,False,False,False,False,False,False,608.75
-8.1,37.0,20.78,True,False,False,False,False,False,False,False,False,-0.7285760746350334,-1.4436152369765318,0.5116369207402521,-0.2289010935574222,-0.2033557018660857,-0.2317358604922926,-0.059049227368051,-0.0407962552036477,0.5424025562057336,0.7761349742553434,0.1634710362710601,-0.1234963665854763,0.0003524231988169,True,False,False,True,False,False,False,585.0
-8.1,39.2,19.57,True,False,False,False,False,False,False,False,False,-0.8430065274112301,-1.9202192330348928,0.7596222119101277,-0.9365200192016568,-0.4590102240530304,0.4968791903742876,-0.2655124669208457,0.120188860830923,-0.512499942387833,-0.2935617680526158,0.0917432080090483,0.2199551646544743,-0.0396664629811222,True,False,False,False,False,False,False,600.0
-8.1,39.5,19.5,True,False,False,False,False,False,False,False,False,-0.735814796338668,-1.754900777308392,0.6058245227825271,-0.7572060128920678,-0.3516026455917494,0.2564532898709807,-0.211196399563088,-0.0535059274342223,-0.2306219610680125,-0.1371886904794282,0.0281969880272055,0.0633451461117676,0.0718840854195709,False,False,True,False,False,False,False,1050.0
-8.1,39.7,16.93,True,False,False,False,False,False,False,False,False,-0.7754671338299001,-1.0671511423783349,-0.1482639924144788,0.4090805708986984,0.5724346066648973,-0.6703673195756855,0.0423824171208874,0.0685596461750621,0.3627325428199503,-0.3627632392916117,-1.2003749490127156,-0.0775468956276256,0.579010112716539,True,False,False,False,False,False,False,700.0
-8.1,40.3,19.61,True,False,False,False,False,False,False,False,False,-0.8503436718198694,-1.4978360131078867,0.657741619940499,-0.8428123334369785,-0.0188052650491437,0.1944079107641374,-0.1292226898469018,0.1105715619535867,-0.165152577188729,-0.0015497014444122,-0.0712361516490522,0.1456804077786184,-0.1139834760690785,True,False,False,False,False,False,False,720.0
-8.1,40.5,19.3,True,False,False,False,False,False,False,False,False,-0.874710855999926,-1.9202192330348928,0.7596222119101277,-0.9365200192016568,-0.4590102240530304,0.4968791903742876,-0.2655124669208457,0.120188860830923,-0.512499942387833,-0.2935617680526158,0.0917432080090483,0.2199551646544743,-0.0396664629811222,True,False,False,True,False,False,False,525.0
-8.1,42.7,11.29,True,False,False,False,False,False,False,False,False,-0.8469236453736904,-1.8604137657458824,0.7159528499428297,-0.8260541567455114,-0.4152562401621602,0.4072268171066833,-0.2037690118790192,0.0723781553078971,-0.2884506655344914,-0.098638714412793,0.1398390573573619,0.2085405764035186,-0.0232076947855781,False,False,False,True,False,False,False,545.0
-8.1,43.3,6.77,False,False,False,False,False,False,True,False,False,-0.7269098297619654,-1.1433366299519214,0.3735285009867976,-0.2539771328045684,0.3120028310784958,0.0676563065611774,0.2313911658244743,0.093136419164844,0.9646421710474355,0.2410398747718999,-0.2221105622494503,-0.9104796868162476,0.2402022756555187,False,False,False,True,False,False,False,650.0
-8.1,49.6,8.37,True,False,False,False,False,False,False,False,False,-0.6782045722837492,-1.9112267998860228,0.7489877956638487,-0.9205220274317736,-0.4520526888473422,0.4802848931435952,-0.2550876741038297,0.1097074991778028,-0.4810376030249984,-0.2682751938924041,0.0973359079891635,0.2118263181053674,-0.0336968139649785,False,True,False,False,False,False,False,950.0
-8.1,50.5,8.66,True,False,False,False,False,False,False,False,False,-0.5822117980207753,-1.69516037532589,0.5764497540467823,-0.5989084882705578,-0.2828109819768058,0.1668445635978872,-0.2009088833879377,-0.0869759573848031,-0.0845576100654859,0.0427007780709684,0.1853431489746613,0.0396288650466585,-0.0992188390517038,False,True,False,False,False,False,False,1062.5
-8.1,51.5,3.96,True,False,False,False,False,False,False,False,False,-0.6559157141787997,-1.9049620327579213,0.7499904548139019,-0.935022288488907,-0.4550899950719581,0.4777222362025257,-0.2674395914208283,0.0950559401914906,-0.494948506196927,-0.2819583726332027,0.0951881255977978,0.1973133659483131,-0.0327243427202674,False,True,False,False,False,False,False,1046.6666666666667
-8.1,52.4,7.4,True,False,False,False,False,False,False,False,False,-0.6504104088484679,-1.506554452370071,0.2028017018328813,0.1799299720787314,0.2545124277629766,-0.4419076507063244,-0.205120007792613,-0.1086962169441085,0.0370196158055594,-0.1446949130315515,0.2334439167905261,-0.3334479993073427,-0.5163647445156613,False,False,False,False,False,False,False,1132.5
-8.1,54.9,5.85,True,False,False,False,False,False,False,False,False,-0.6552093416977451,-1.9202192330348928,0.7596222119101277,-0.9365200192016568,-0.4590102240530304,0.4968791903742876,-0.2655124669208457,0.120188860830923,-0.512499942387833,-0.2935617680526158,0.0917432080090483,0.2199551646544743,-0.0396664629811222,False,True,False,False,False,False,False,675.0
-8.0,30.2,32.64,True,False,False,False,False,False,False,False,False,-0.710669947077425,-1.899984581766987,0.7464803327532848,-0.9313512580006482,-0.4497332880570677,0.4675099411689037,-0.2666480393251079,0.0815697699815687,-0.4823049152814422,-0.2752888041967468,0.1011709959533828,0.1839851172335881,-0.0284527241069479,True,False,False,False,False,False,False,525.0
-8.0,30.2,32.64,True,False,False,False,False,False,False,False,False,-0.710669947077425,-1.899984581766987,0.7464803327532848,-0.9313512580006482,-0.4497332880570677,0.4675099411689037,-0.2666480393251079,0.0815697699815687,-0.4823049152814422,-0.2752888041967468,0.1011709959533828,0.1839851172335881,-0.0284527241069479,True,False,False,False,False,False,True,560.0
-8.0,30.2,32.64,True,False,False,False,False,False,False,False,False,-0.710669947077425,-1.899984581766987,0.7464803327532848,-0.9313512580006482,-0.4497332880570677,0.4675099411689037,-0.2666480393251079,0.0815697699815687,-0.4823049152814422,-0.2752888041967468,0.1011709959533828,0.1839851172335881,-0.0284527241069479,True,False,False,True,False,False,False,400.0
-8.0,32.7,19.87,True,False,False,False,False,False,False,False,False,-0.8819192544336081,-1.9049620327579213,0.7499904548139019,-0.935022288488907,-0.4550899950719581,0.4777222362025257,-0.2674395914208283,0.0950559401914906,-0.494948506196927,-0.2819583726332027,0.0951881255977978,0.1973133659483131,-0.0327243427202674,False,False,True,True,False,False,False,510.0
-8.0,34.1,20.96,True,False,False,False,False,False,False,False,False,-0.8534603148920931,-1.8732681551986765,0.7276472784874408,-0.918453709603912,-0.4724889959735204,0.3935489213464644,-0.2565186743959484,0.1886053251117148,-0.4837015893275459,-0.180411592367416,0.1117901476189665,0.1415190947289832,-0.0008993176331118,False,False,True,True,False,False,False,425.0
-8.0,34.2,21.17,False,True,False,False,False,False,False,False,False,-0.8207781692359049,-1.8231914875790045,0.7513302536112866,-0.7779821789294821,-0.4447932869669426,0.428481388890126,-0.2080039178891123,0.0742373775657748,-0.2041076256221838,0.0597949025039706,0.1223986331943754,0.279925412645228,-0.0952397581401179,False,False,True,False,False,False,False,575.0
-8.0,38.1,15.87,True,False,False,False,False,False,False,False,False,-0.8281019507049503,-1.848922767394336,0.7101168973980749,-0.7988368312039331,-0.4173295934789665,0.4084426204117246,-0.1944409476716472,0.0752670448947604,-0.2495103012894625,-0.0449047827661255,0.1410208598041356,0.239394029830847,-0.0424143717506779,True,False,False,False,False,False,False,675.0
-8.0,39.3,17.75,True,False,False,False,False,False,False,False,False,-0.8222564848150058,-1.87546476486232,0.7471312867221976,-0.8731549543694024,-0.4631258305641015,0.4800283717116735,-0.246879003359942,0.1058806896516164,-0.3984869592520698,-0.1470807125208751,0.0947823170943431,0.2682619674941557,-0.0771222699906317,False,False,True,False,False,False,False,750.0
-8.0,39.8,13.26,True,False,False,False,False,False,False,False,False,-0.7689464528465375,-1.9116546564445356,0.7497750735054269,-0.9226381344130586,-0.4536467471810302,0.4822047509855234,-0.2566670976065429,0.1101900452503336,-0.4853402019868452,-0.2708553329641204,0.0955832508516854,0.2124568303336221,-0.0348352439753618,False,False,True,False,False,False,False,710.0
-8.0,39.9,12.46,True,False,False,False,False,False,False,False,False,-0.7568546794977695,-1.3615998452548512,0.0242271705176139,0.342638322148438,0.2446389521235389,-0.3537459076505057,-0.1306408630126528,0.0831544247131631,0.0565259056231641,-0.443901647871628,-0.7554504983616345,0.0889003216187611,0.3532167950254202,False,False,True,False,False,False,False,630.0
-8.0,39.9,12.46,True,False,False,False,False,False,False,False,False,-0.7568546794977695,-1.3615998452548512,0.0242271705176139,0.342638322148438,0.2446389521235389,-0.3537459076505057,-0.1306408630126528,0.0831544247131631,0.0565259056231641,-0.443901647871628,-0.7554504983616345,0.0889003216187611,0.3532167950254202,False,False,True,True,False,False,False,670.0
-8.0,40.9,15.2,False,False,False,True,False,False,False,False,False,-0.7208201760532464,-1.7959496977933234,0.7449040716934499,-0.852482845248114,-0.5105166867009701,0.351405615225609,-0.2306631667779316,0.1329847664994728,-0.4067826314936528,-0.0307800760427071,0.1122775982689278,0.1135091237959353,0.0015044119985262,False,False,False,False,False,False,False,605.0
-8.0,43.9,8.3,False,False,False,False,False,False,True,False,False,-0.7441269603353027,-1.4204984708130757,0.1166213299428909,0.0307675949479638,0.168388401674585,0.1885334225702365,3.425937688381235,-0.3898647454517978,-0.7508938796020601,0.7492598513283775,-0.2505887417090894,-0.300363967571527,-0.1405302743502327,False,False,False,True,False,False,False,550.0
-8.0,44.0,16.13,True,False,False,False,False,False,False,False,False,-0.6802616620920084,-1.9120825130030477,0.7505623513470051,-0.9247542413943436,-0.455240805514718,0.4841246088274517,-0.258246521109256,0.1106725913228644,-0.4896428009486921,-0.2734354720358367,0.0938305937142073,0.2130873425618769,-0.0359736739857452,False,True,False,False,False,False,False,1225.0
-8.0,44.8,6.68,False,False,False,False,False,False,True,False,False,-0.7126417042452821,-0.9574549883298415,0.189039974436782,-0.2231213246114924,0.5451401781247276,-0.4821966934562166,1.037746965263194,-0.3074991472887557,0.4470275342030176,0.5671347101517917,-0.4880978087565439,-0.1355404641708829,0.0439647545707584,False,False,False,True,False,False,False,725.0
-8.0,45.7,10.76,True,False,False,False,False,False,False,False,False,-0.8077195426954585,-1.8859717442377495,0.737726106172213,-0.9307712849099632,-0.447152235829718,0.4509060607555474,-0.2687730518490206,0.0598083918946168,-0.4679143768194074,-0.2653528008864477,0.1031201959532361,0.1646753807061083,-0.022578508499423,False,False,True,True,False,False,False,360.0
-8.0,46.3,11.27,False,False,False,True,False,False,False,False,False,-0.7052976628527777,0.3254589912956414,-0.931727205737222,2.1828976020613617,0.6220253006982124,-0.9760850907987836,2.2211590237178784,-0.0688054378667698,0.9254861704298448,2.193446658755895,-0.4433201916280239,1.60771023325743,-0.0594576296573665,False,False,False,False,False,False,False,0.0
-8.0,47.0,6.46,False,False,True,False,False,False,False,False,False,-0.764754829711352,-1.5665923509959183,0.6431205716970302,-0.391718675081217,-0.4033580822193735,0.1236620931186665,-0.0405682474825519,0.0866511753333387,0.5141924063005725,0.9456062945630608,0.2448494064724682,0.3093447465559502,-0.1323099189138863,False,False,False,False,False,False,False,745.0
-8.0,48.7,8.91,True,False,False,False,False,False,False,False,False,-0.6061231042402165,-1.8117180930817,0.6359663480184886,-0.7596858246838399,-0.370927539624044,0.3524618348730148,-0.2211701524815108,0.0663203819892336,-0.354412021378686,-0.2353517505849918,-0.0114408283525742,0.1786620819839917,0.0613504141617384,False,True,False,False,False,False,False,1035.0
-8.0,49.5,8.74,True,False,False,False,False,False,False,False,False,-0.6800212596942491,-1.9202192330348928,0.7596222119101277,-0.9365200192016568,-0.4590102240530304,0.4968791903742876,-0.2655124669208457,0.120188860830923,-0.512499942387833,-0.2935617680526158,0.0917432080090483,0.2199551646544743,-0.0396664629811222,False,True,False,False,False,False,False,1125.0
-8.0,50.5,10.96,False,False,False,True,False,False,False,False,False,-0.8052403998845201,-1.6414852964347606,0.7308586343083829,-0.3839329618018684,-0.3601553498980705,0.228548308849454,-0.0247114532828472,-0.0206600314344149,0.5519188981007612,0.8454592592479971,0.2350479305841442,0.3486949090214061,-0.15239128161422,False,False,False,False,False,False,False,1062.5
-7.9,36.6,16.5,True,False,False,False,False,False,False,False,False,-0.8543528653784613,-1.837023082303885,0.7358076108309995,-0.7995780349063061,-0.4495818690143895,0.4419837828416573,-0.213662907098772,0.0850986941155328,-0.258750425029826,0.000742537258447,0.1129788680131176,0.2846545002175081,-0.0902097930730687,False,False,True,True,False,False,False,610.0
-7.9,36.8,20.2,True,False,False,False,False,False,False,False,False,-0.5374841262639344,-1.8887186164064376,0.7375884903115388,-0.8718333792546239,-0.4375338488406279,0.4566132493368929,-0.2317188966115305,0.1021518673720164,-0.3887458651879248,-0.1790633287032545,0.1180597757859109,0.2320115664449198,-0.0405408851049215,False,False,True,False,False,False,False,1050.0
-7.9,36.8,20.2,True,False,False,False,False,False,False,False,False,-0.5374841262639344,-1.8887186164064376,0.7375884903115388,-0.8718333792546239,-0.4375338488406279,0.4566132493368929,-0.2317188966115305,0.1021518673720164,-0.3887458651879248,-0.1790633287032545,0.1180597757859109,0.2320115664449198,-0.0405408851049215,False,False,True,True,False,False,False,491.6666666666667
-7.9,36.8,20.27,True,False,False,False,False,False,False,False,False,-0.8324875697472479,-1.900547533113091,0.757355840697113,-0.906099989597158,-0.4606913307711852,0.491496445120145,-0.2569812211285601,0.1166794920225611,-0.4577020520242746,-0.2228770657944917,0.094755606379652,0.2467478822798889,-0.0591713977110825,True,False,False,True,False,False,False,332.5
-7.9,37.5,12.84,True,False,False,False,False,False,False,False,False,-0.7989838269295554,-1.6681591501269144,0.5677086234703245,-0.6224335971067898,-0.3736184285787315,0.1723483083893566,-0.1091062836557569,-0.1588396203800971,0.1396802576510193,0.3264365788598523,0.1567481771040192,0.0661636815717278,0.0058859721804502,False,False,True,False,False,False,False,675.0
-7.9,37.7,20.23,True,False,False,False,False,False,False,False,False,-0.3189391282144973,-1.4258418024241062,0.102274439230569,0.1015607083720238,0.1225259991954701,-0.2442321369118943,-0.1155517214744321,0.0626449371065236,0.0308217503226605,-0.4834925538153455,-0.8736579913082214,0.1177778585313591,0.5731972847628162,False,False,True,False,False,False,False,1219.1666666666667
-7.9,37.7,20.23,True,False,False,False,False,False,False,False,False,-0.3189391282144973,-1.4258418024241062,0.102274439230569,0.1015607083720238,0.1225259991954701,-0.2442321369118943,-0.1155517214744321,0.0626449371065236,0.0308217503226605,-0.4834925538153455,-0.8736579913082214,0.1177778585313591,0.5731972847628162,False,False,True,True,False,False,False,750.0
-7.9,40.7,15.63,True,False,False,False,False,False,False,False,False,-0.8833453702824573,-1.854405790327717,0.7447166323701492,-0.8513947235277725,-0.4490958984643072,0.4479793735844217,-0.2396389284451425,0.0728755997156688,-0.3365310678559934,-0.0961693243581965,0.111971111450156,0.2395899537633381,-0.0690830321234013,False,False,True,False,False,False,False,675.0
-7.9,44.8,9.56,False,False,False,False,False,False,True,False,False,-0.7150360245630416,-1.8323908995852096,0.6655879922565547,-0.796028858390905,-0.3443476010346955,0.5575974740406129,0.8455603975821414,0.021680284311843,-0.8012679832720863,-0.0639085160956726,0.0536793507886364,0.1344088296621391,-0.1648058224220804,False,True,False,False,False,False,False,365.0
-7.9,46.5,8.17,True,False,False,False,False,False,False,False,False,-0.7083023094517119,-1.9202192330348928,0.7596222119101277,-0.9365200192016568,-0.4590102240530304,0.4968791903742876,-0.2655124669208457,0.120188860830923,-0.512499942387833,-0.2935617680526158,0.0917432080090483,0.2199551646544743,-0.0396664629811222,False,False,False,True,False,False,False,685.0
-7.9,46.8,13.39,False,False,False,False,False,True,False,False,False,-0.6276559263626379,1.1281668057011889,-0.4259907636932232,1.6682631447152307,0.122150317861263,1.2157507528438307,-0.2972502059912577,1.0176555837175305,2.083724740487653,2.5158225560959577,-1.0864842698133392,2.774205800388471,-1.647620904350035,False,False,False,False,False,False,False,2275.0
-7.9,46.8,13.39,False,False,False,False,False,True,False,False,False,-0.6276559263626379,1.1281668057011889,-0.4259907636932232,1.6682631447152307,0.122150317861263,1.2157507528438307,-0.2972502059912577,1.0176555837175305,2.083724740487653,2.5158225560959577,-1.0864842698133392,2.774205800388471,-1.647620904350035,False,False,False,False,False,False,True,3275.0
-7.9,47.5,9.28,True,False,False,False,False,False,False,False,False,-0.683547079457296,-1.9202192330348928,0.7596222119101277,-0.9365200192016568,-0.4590102240530304,0.4968791903742876,-0.2655124669208457,0.120188860830923,-0.512499942387833,-0.2935617680526158,0.0917432080090483,0.2199551646544743,-0.0396664629811222,False,True,False,False,False,False,False,1090.0
-7.9,47.7,10.29,True,False,False,False,False,False,False,False,False,-0.816599476923383,-1.7589366910310458,0.6571619273417889,-0.9151184087197064,-0.4104336969662494,0.2874381323478304,-0.2833984957531615,-0.154741143430764,-0.3148592963766746,-0.165856069094687,0.1366624070188172,-0.0297872576579059,0.0372300722007349,False,False,False,True,False,False,False,610.0
-7.9,48.5,7.38,True,False,False,False,False,False,False,False,False,-0.6683600602846163,-1.7968198871079657,0.6753867410596212,-0.8080251025083716,-0.3956483173735915,0.3233465344783082,-0.2060623260596714,-0.0383582299760626,-0.1993302873940966,-0.0334094237655906,0.1570314099386645,0.1099152566793212,0.0040244086912847,False,False,False,False,False,False,False,737.5
-7.9,49.8,7.98,True,False,False,False,False,False,False,False,False,-0.5559974822634474,-1.7929184397941902,0.6552881208630326,-0.7228477795849392,-0.3494686979954077,0.3153613942420292,-0.2438733564399742,0.0247127103666345,-0.3169583531028206,-0.1387057586907087,0.1380693198884841,0.1247933499208233,-0.111174237907779,False,False,False,False,False,False,False,685.0
-7.9,50.3,7.92,False,False,True,False,False,False,False,False,False,-0.7063215628306814,-1.5868675154453622,0.5622638108813355,-0.457637903750508,-0.3191165156760899,0.1276688258287403,-0.0265659799963498,-0.2490382323818593,0.3182330311640199,0.5154016795637035,0.0931778329135876,0.0380724404653894,0.0940735443999746,False,False,False,False,False,False,False,790.0
-7.9,54.3,6.17,True,False,False,False,False,False,False,False,False,-0.6665238645698545,-1.89040001892828,0.7350198450539696,-0.9199551607994216,-0.4539273913300851,0.4598925044765668,-0.2592253938085015,0.0779535854654966,-0.4664446191660328,-0.2520263368865098,0.0923522684582035,0.1860997706761373,-0.0298924847710467,False,True,False,False,False,False,False,1010.0
-7.9,56.0,7.25,True,False,False,False,False,False,False,False,False,-0.71359000680992,-1.6748264665294526,0.5169862370417847,-0.4448236904528712,-0.2389851256418554,0.170902848987707,-0.1456723650201545,0.0516006589865926,-0.0189113133685582,-0.0246146894771451,-0.1655493515170756,0.2304882039619559,0.1212507984668904,False,False,False,False,False,False,False,1762.5
-7.9,56.5,6.23,True,False,False,False,False,False,False,False,False,-0.6624673534795222,-1.705012921037426,0.7124119223966205,-0.8728263867530598,-0.3004093164538038,0.3103044645869502,-0.2119997425009783,0.0070726107708919,-0.2320562279643747,-0.0402625446712687,0.0509559914847535,0.1879684699332265,-0.0638912048320769,False,True,False,False,False,False,False,1022.5
-7.9,58.1,4.56,False,False,False,True,False,False,False,False,False,-0.732212328767198,-1.875266017433739,0.7565081031299029,-0.8606542853282018,-0.4583683526522454,0.4776250867400506,-0.2408415948467812,0.1093848918129567,-0.3733999383403138,-0.1226292629628055,0.1024712820086022,0.2725561042304832,-0.079090732868445,False,True,False,False,False,False,False,520.0
-7.8,25.4,16.67,True,False,False,False,False,False,False,False,False,-0.92649792874155,-1.8854753553079115,0.7425488205653398,-0.9393096359220656,-0.4911353445275562,0.407211641199299,-0.270684373408867,0.2455457369526648,-0.5466731422749216,-0.1997764593835372,0.1040798193676924,0.1581943642480661,-0.0098931738454386,False,False,False,False,False,False,False,522.5
-7.8,36.5,22.17,False,False,True,False,False,False,False,False,False,0.1357285882372619,1.9249997440762865,-3.3736552039239704,4.674301202595033,2.357675076938949,-2.016793303033994,-0.8731686777706936,-0.4904586252861871,0.2201454133133085,-0.8224548023746471,1.1182454117348104,0.9159936326192288,-0.3640640295083651,False,False,True,False,False,False,True,1212.5
-7.8,36.5,22.17,False,False,True,False,False,False,False,False,False,0.1357285882372619,1.9249997440762865,-3.3736552039239704,4.674301202595033,2.357675076938949,-2.016793303033994,-0.8731686777706936,-0.4904586252861871,0.2201454133133085,-0.8224548023746471,1.1182454117348104,0.9159936326192288,-0.3640640295083651,False,False,True,True,False,False,False,947.7777777777778
-7.8,37.7,12.5,True,False,False,False,False,False,False,False,False,-0.8226199583271093,-1.9202192330348928,0.7596222119101277,-0.9365200192016568,-0.4590102240530304,0.4968791903742876,-0.2655124669208457,0.120188860830923,-0.512499942387833,-0.2935617680526158,0.0917432080090483,0.2199551646544743,-0.0396664629811222,False,False,True,True,False,False,False,375.0
-7.8,37.8,19.94,True,False,False,False,False,False,False,False,False,-0.7286853516200533,-1.9007150493416696,0.7497417547546165,-0.936878215547467,-0.4766043176618957,0.4444495819991517,-0.2671499146649286,0.1923061780029337,-0.5287157315383318,-0.2377502948119137,0.1000476368355132,0.1826795420446206,-0.0212058527378723,False,False,True,False,False,False,False,805.0
-7.8,37.8,19.94,True,False,False,False,False,False,False,False,False,-0.7286853516200533,-1.9007150493416696,0.7497417547546165,-0.936878215547467,-0.4766043176618957,0.4444495819991517,-0.2671499146649286,0.1923061780029337,-0.5287157315383318,-0.2377502948119137,0.1000476368355132,0.1826795420446206,-0.0212058527378723,False,False,True,True,False,False,False,495.0
-7.8,38.0,28.37,True,False,False,False,False,False,False,False,False,-0.8399243638885376,-1.878745547785644,0.749379156187659,-0.8870723051092081,-0.4520996694801694,0.4624361089681061,-0.250031901724134,0.0871304680816792,-0.4057290219595659,-0.1767833863725896,0.1036876807698057,0.2229575052864374,-0.0527127446155302,False,False,True,True,False,False,False,385.0
-7.8,38.1,23.13,True,False,False,False,False,False,False,False,False,-0.8197950606017189,-1.118012309060728,-0.0625483778984127,1.1055429617951753,1.1843784119093954,-1.530414989698765,0.3742224529040884,-0.4688209715680677,1.6031868386815376,0.6096938622928106,0.6853794096654717,-1.9981119680638588,-0.0038401738667281,False,False,True,False,False,False,False,1112.5
-7.8,38.1,23.13,True,False,False,False,False,False,False,False,False,-0.8197950606017189,-1.118012309060728,-0.0625483778984127,1.1055429617951753,1.1843784119093954,-1.530414989698765,0.3742224529040884,-0.4688209715680677,1.6031868386815376,0.6096938622928106,0.6853794096654717,-1.9981119680638588,-0.0038401738667281,False,False,True,True,False,False,False,695.0
-7.8,38.2,11.04,True,False,False,False,False,False,False,False,False,-0.870755093821282,-1.464573198408562,0.413239594972783,-0.5596208456420851,-0.2729156551240845,-0.0593068803200377,-0.1989554658302112,-0.3473779867174128,0.1565385604939803,0.1654343820354786,-0.0706357297983937,-0.1339674258913558,0.1621560308251147,False,False,True,True,False,False,False,332.5
-7.8,38.2,19.07,True,False,False,False,False,False,False,False,False,-0.6967351430653999,-1.6847540328082111,0.6660784407358364,-0.6616537803512131,-0.1894963892308183,0.1330634238290817,-0.0404296993818092,-0.0895736088937899,0.1659096996647545,0.0907598295114626,0.1872976209247804,-0.4251796137291842,0.3337440649115132,True,False,False,False,False,False,False,861.25
-7.8,38.2,19.07,True,False,False,False,False,False,False,False,False,-0.6967351430653999,-1.6847540328082111,0.6660784407358364,-0.6616537803512131,-0.1894963892308183,0.1330634238290817,-0.0404296993818092,-0.0895736088937899,0.1659096996647545,0.0907598295114626,0.1872976209247804,-0.4251796137291842,0.3337440649115132,True,False,False,True,False,False,False,501.6666666666667
-7.8,38.5,20.94,True,False,False,False,False,False,False,False,False,-0.7424076350374158,-1.9202192330348928,0.7596222119101277,-0.9365200192016568,-0.4590102240530304,0.4968791903742876,-0.2655124669208457,0.120188860830923,-0.512499942387833,-0.2935617680526158,0.0917432080090483,0.2199551646544743,-0.0396664629811222,True,False,False,False,False,False,False,775.0
-7.8,38.7,17.97,False,False,False,True,False,False,False,False,False,-0.7003605089560438,-1.6938357066899394,0.6263046475247267,-0.7263469374879624,-0.3929846890595086,0.2254653562771347,-0.2276123480316504,0.0201710379491468,-0.1824849155118771,0.0340407892853594,0.0162336981311412,0.1017696893087028,0.031921018537891,False,False,False,False,False,False,False,746.0
-7.8,40.5,14.19,True,False,False,False,False,False,False,False,False,-0.6395211583451852,-1.815720392633374,0.7376246870173706,-0.7631487035479722,-0.4350556191787378,0.4103718246966248,-0.1966450448087035,0.0642009933956835,-0.1744896010340096,0.0780403435925503,0.1308976659577518,0.270397277248767,-0.0856476188791232,False,False,False,False,False,False,False,567.5
-7.8,41.3,17.74,True,False,False,False,False,False,False,False,False,-0.6566161573201453,-1.5799157831313742,0.6739308407330885,-0.9279399499747364,-0.0965935086436376,0.2354074593913888,-0.2026027945394566,0.0632019875412473,-0.3145154634960245,-0.1989066139322253,-0.0616393513525632,0.1400903381518285,-0.0504831002467417,True,False,False,False,False,False,False,950.0
-7.8,42.9,10.9,True,False,False,False,False,False,False,False,False,-0.8475694379279588,-1.885588024426288,0.7611388637525917,-0.8660315238252719,-0.4500137712056001,0.4688601434509402,-0.2366922064899115,0.1065855416192478,-0.3790241231698684,-0.1440421309316597,0.1072976790685759,0.244122560480368,-0.0602764655174884,False,False,True,True,False,False,False,350.0
